formula,composition_str,gap pbe
Cs2CeCuCl6,Cs2 Ce1 Cu1 Cl6,0.26780000000000026
Sn3Bi,Sn12 Bi4,0.0
Sr2YMn2GaO7,Sr4 Y2 Mn4 Ga2 O14,0.0
Na(NbS2)2,Na1 Nb2 S4,0.0
AsH3C(SF2)3,As6 H18 C6 S18 F36,2.7919
MgTe(PbO3)2,Mg1 Te1 Pb2 O6,2.2675
HoAlFe,Ho4 Al4 Fe4,0.0
NaSn2(PO4)3,O24 Na2 P6 Sn4,2.9913999999999996
Dy4CrS7,Dy4 Cr1 S7,0.0
Zr5Sb3Ru,Zr10 Sb6 Ru2,0.0
LiAuF6,Li1 Au1 F6,1.8136999999999999
PdSeO4,Pd2 Se2 O8,1.2024000000000001
Sm4CdNi,Sm16 Cd4 Ni4,0.0
KFe2H(SeO3)4,K2 Fe4 H2 Se8 O24,2.2587
Te2Mo(WS2)2,Te2 Mo1 W2 S4,0.0
Pr5Al4(AgGe2)2,Pr5 Al4 Ag2 Ge4,0.0
Hf2N2O,Hf4 N4 O2,2.4833
KRb2InCl6,K1 Rb2 In1 Cl6,3.5425000000000004
Ag3SbS3,Ag12 Sb4 S12,1.5109000000000004
Sr2FeO3F,O24 F8 Fe8 Sr16,1.2045000000000003
K2NaInSb2,K8 Na4 In4 Sb8,0.5808
Ce2Zn17,Ce2 Zn17,0.0
Tb2SnS5,Tb4 Sn2 S10,0.1299999999999999
Ba6Eu2Al4O15,Ba12 Eu4 Al8 O30,0.0
La10Mg(Ga3O10)3,La10 Mg1 Ga9 O30,0.0
V2Bi8O17,V2 Bi8 O17,2.0198
Ba2LaI7,Ba8 La4 I28,2.3073
Nb2Te6I,Nb8 Te24 I4,0.6360999999999999
InAs(H2O3)2,In8 As8 H32 O48,2.8092
ZnH10C4(N2O3)2,Zn8 H80 C32 N32 O48,4.5822
MoW2(SeS2)2,Mo1 W2 Se2 S4,0.5537000000000001
Rb2NaMoBr6,Rb2 Na1 Mo1 Br6,1.3578999999999999
U2Re3Si5,U8 Re12 Si20,0.0
CaSn4(PO4)6,Ca1 Sn4 P6 O24,3.5178999999999996
Na3PrV2O8,Na18 Pr6 V12 O48,3.6817
Ho2(SeO4)3,Ho4 Se6 O24,3.0062
CaMnZnAs2H3O10,Ca1 Mn1 Zn1 As2 H3 O10,1.5072999999999999
Lu3(CuGe)4,Lu3 Cu4 Ge4,0.0
La5Sm3Cr7FeO24,La5 Sm3 Cr7 Fe1 O24,1.9836
CaLaGaCuO5,Ca2 La2 Ga2 Cu2 O10,0.0
TmTlTe2,Tm1 Tl1 Te2,1.5846999999999998
Nb6Sn5,Nb12 Sn10,0.0
PmNd3,Pm1 Nd3,0.0
SrIn3Au,Sr1 In3 Au1,0.0
NaTh2(PO4)3,Na2 Th4 P6 O24,4.641500000000001
Ba5Ho8Zn4O21,O21 Zn4 Ba5 Ho8,3.3644000000000003
Li10Sc9Fe(SiO3)20,Li10 Sc9 Fe1 Si20 O60,3.0448999999999997
Eu3B2Pt7,Eu3 B2 Pt7,0.0
Li3Bi(BO3)2,Li12 Bi4 B8 O24,3.9539000000000004
Al2FeNi,Al2 Fe1 Ni1,0.0
RbAs4(HO4)3,Rb1 As4 H3 O12,2.7470000000000003
Cs2NaGdCl6,Cs2 Na1 Gd1 Cl6,2.9127
Na3CoO3,Na12 Co4 O12,1.7856000000000003
Sm3Ge5,Sm6 Ge10,0.0
Li6MnV3(PO4)6,Li12 Mn2 V6 P12 O48,0.3739999999999999
Si3N4,N16 Si12,4.654700000000001
Y2AlNi2,Y2 Al1 Ni2,0.0
NaMg14Zr,Na1 Mg14 Zr1,0.0
ZnCuAu2,Zn1 Cu1 Au2,0.0
LiCa11Sb9,Li4 Ca44 Sb36,0.8044000000000002
Te2MoWSeS,Te4 Mo2 W2 Se2 S2,0.0
LiMnF3,Li8 Mn8 F24,3.4757
Sr3TaCoO7,Sr3 Ta1 Co1 O7,0.0
Mg6TiBi,Mg6 Ti1 Bi1,0.0
Be3ZnO4,Be3 Zn1 O4,4.264899999999999
ZnP2H7NO8,Zn4 P8 H28 N4 O32,4.6331
NbNi6Mo,Nb1 Ni6 Mo1,0.0
Zn3PBr3,Zn3 P1 Br3,1.6107
GePb2(SeO3)4,Ge2 Pb4 Se8 O24,3.3316999999999997
RbSb,Rb8 Sb8,0.5411000000000001
Ag5Hg4P8Cl5,Ag5 Hg4 P8 Cl5,0.9769999999999999
Ti4FeBiPb4O15,Ti4 Fe1 Bi1 Pb4 O15,1.9429999999999996
Yb6Fe23,Yb6 Fe23,0.0
BaWO4,Ba2 W2 O8,2.3111
CaRhO3,Ca6 Rh6 O18,0.0
Li5TiV3O8,Li20 Ti4 V12 O32,0.6277999999999997
VIr,V4 Ir4,0.0
Co2OF3,Co8 O4 F12,0.0
Ba2CaI6,Ba2 Ca1 I6,3.4758
Li10Ti4O13,Li20 Ti8 O26,3.9595
V2ZnCoO7,V16 Zn8 Co8 O56,1.8398
NaCrS2,Na1 Cr1 S2,1.1490999999999998
Mg2Ta2Mn2O9,Mg4 Ta4 Mn4 O18,2.9947
LiCo2(PO4)3,Li2 Co4 P6 O24,0.0
Li6MnV3(PO4)6,Li12 Mn2 V6 P12 O48,0.42090000000000005
Li2TiS2O,Li8 Ti4 S8 O4,2.2463
Rb2CuSbI6,Rb2 Cu1 Sb1 I6,0.13239999999999963
Sm(MnSn)6,Sm3 Mn18 Sn18,0.0
DyYMn2O6,Dy3 Y3 Mn6 O18,0.028500000000000192
CaBi3,Ca1 Bi3,0.0
RbFe2Te3,Fe4 Rb2 Te6,0.0
CuH12C3S3N6Cl,Cu8 H96 C24 S24 N48 Cl8,2.7683
KNa(WO3)2,K4 Na4 W8 O24,0.0
H6CN3ClO,H24 C4 N12 O4 Cl4,5.2019
BaH4O3,H8 O6 Ba2,4.2591
K2(SO2)3,O24 S12 K8,3.5394
Rb2U6Pd4S17,Rb4 U12 Pd8 S34,0.0
NdRh2,Rh4 Nd2,0.0
PrHgPd,Pr3 Hg3 Pd3,0.0
Li2Mn(PO3)4,Li4 O24 P8 Mn2,4.1915
Li5Fe8(BO3)8,Li5 Fe8 B8 O24,1.5074
MgH18I2O9,Mg4 H72 I8 O36,3.8422
HoSnRh,Rh3 Sn3 Ho3,0.0
Nb2TcOs,Nb2 Tc1 Os1,0.0
MgMn2(PO4)2,Mg4 Mn8 P8 O32,3.1832000000000003
LiMnPCO7,Li2 Mn2 P2 C2 O14,0.9189
Li3CaMnN3,Li6 Ca2 Mn2 N6,0.07319999999999993
PmHgRh2,Pm1 Hg1 Rh2,0.0
CdGe(BiO3)2,Cd4 Ge4 Bi8 O24,1.9183
K2AlAuI6,K2 Al1 Au1 I6,0.0
Sm2Fe15Co2,Sm2 Fe15 Co2,0.0
Cs2Cu2Sb2S5,Cs4 Cu4 Sb4 S10,1.1033999999999997
YB4,B16 Y4,0.0
AlH14I5O21,Al6 H84 I30 O126,3.4528
SrTl2Pd,Sr2 Tl4 Pd2,0.0
Ta5Sb4,Sb4 Ta5,0.0
CsGdZnTe3,Cs2 Gd2 Zn2 Te6,0.9060999999999999
Bi2Pb2S5,Bi16 Pb16 S40,0.7227999999999994
Ba2Ho2CuPtO8,Ba8 Ho8 Cu4 Pt4 O32,0.2056
Ba7Sc6Al2O19,Ba14 Sc12 Al4 O38,2.4773
Ca(MgBi)2,Mg2 Ca1 Bi2,0.3886000000000003
LiFe2F5,Li2 Fe4 F10,3.1434
VSeO4,Se4 V4 O16,1.8885999999999998
ZnCrP2O7,Zn2 Cr2 P4 O14,2.3767
Dy2InPd2,Pd4 In2 Dy4,0.0
Mn2NbNi3(PO4)6,Mn2 Nb1 Ni3 P6 O24,0.0
NaFe2O3,O3 Na1 Fe2,0.0
Rb2HgBiF6,Rb2 Hg1 Bi1 F6,0.0
RbNd(PO3)4,Nd4 Rb4 P16 O48,5.451899999999999
Al2Se3,Al4 Se6,1.8016
CeAl,Al4 Ce4,0.0
TaSiNi,Ta4 Si4 Ni4,0.0
Rb4Zr3Se14,Rb8 Zr6 Se28,1.4609
La(Ga5Mo)8,La1 Ga40 Mo8,0.0
La5SbPb3,La10 Sb2 Pb6,0.0
Ba4Sc2Cu2O9,Ba4 Sc2 Cu2 O9,0.5118999999999998
Te4Mo3W(SeS)2,Te4 Mo3 W1 Se2 S2,0.0
ZrPt3,Zr1 Pt3,0.0
Sm3MnGaS7,Sm6 Mn2 Ga2 S14,0.4469000000000003
YTmAl2,Y1 Tm1 Al2,0.0
Na2V2ZnO7,Na4 V4 Zn2 O14,3.2743
Pr(Ga5Mo)8,Pr1 Ga40 Mo8,0.0
NaZnSb,Na2 Zn2 Sb2,0.0
CsFe(MoO4)2,Cs1 Fe1 Mo2 O8,2.4038
Sr21In8Pb7,Sr21 In8 Pb7,0.4916999999999998
K4Yb2Si8O21,K8 Yb4 Si16 O42,0.012799999999999978
TaTlS3,S12 Ta4 Tl4,0.5987999999999998
Ga2HgTe4,Ga8 Hg4 Te16,0.22270000000000012
Se2S2O7,Se8 S8 O28,0.03639999999999999
PuWC2,Pu4 W4 C8,0.0
Li2Cu2F5,Li4 Cu4 F10,0.0
Li4Ti3Nb2Cr3O16,Li4 Ti3 Nb2 Cr3 O16,0.0
YbPrO2,Yb1 Pr1 O2,0.0
HoCuS2,S8 Cu4 Ho4,1.6085000000000003
Rb3As7,Rb48 As112,1.4569999999999999
Cu2Si3H24C8(N10F9)2,Cu2 Si3 H24 C8 N20 F18,3.5628
Hf3TaFe8,Hf3 Ta1 Fe8,0.0
Mg14FeSnO16,Mg14 Fe1 Sn1 O16,0.19340000000000046
Ba3Bi2F12,Ba3 Bi2 F12,5.1102
ZrAlFe,Zr4 Al4 Fe4,0.0
Ga2P3(HO3)3,H6 O18 P6 Ga4,5.1674
Ti20(Ge3Sb)3,Ti20 Ge9 Sb3,0.0
La2Fe2S5,S10 Fe4 La4,0.0
K2GaAgCl6,K2 Ga1 Ag1 Cl6,0.9106000000000001
Mg14CrSb,Mg14 Cr1 Sb1,0.0
NaIn3,Na1 In3,0.0
Ag3Hg,Ag3 Hg1,0.0
Li6Ti15Co3O32,Li6 Ti15 Co3 O32,0.0
Li3Mn5F15,Li6 Mn10 F30,0.0
BaMo2(P2O7)2,O28 P8 Mo4 Ba2,3.9912000000000005
Li2Fe(PO4)2,Li8 Fe4 P8 O32,0.0
Sr3(SiAs2)2,Si4 As8 Sr6,0.9178999999999999
Li9Mn2Co5O16,Li9 Mn2 Co5 O16,0.3867999999999996
KMgH3,H3 Mg1 K1,2.458
ScGa3,Sc1 Ga3,0.0
Ce2NiGe3,Ce4 Ni2 Ge6,0.0
Al3Pd5,Al6 Pd10,0.0
Mg3Sb,Mg6 Sb2,0.0
Yb2Mn12P7,Yb2 Mn12 P7,0.0
Li9Co7O16,Li9 Co7 O16,0.5385999999999997
KFeH2S2O9,K2 Fe2 H4 S4 O18,2.1671
LuScPd2,Lu1 Sc1 Pd2,0.0
PrBPt2,Pr3 B3 Pt6,0.0
TlBS3,B4 S12 Tl4,1.7904000000000004
Na12B26O45,Na24 B52 O90,4.9612
UAlFe,U4 Al4 Fe4,0.0
TiS2,Ti1 S2,0.05109999999999998
Pr2Fe17N3,Pr2 Fe17 N3,0.0
Na3V2(PO4)3,Na6 V4 P6 O24,1.9184999999999999
Li4Mn3Cu2Sb3O16,Li4 Mn3 Cu2 Sb3 O16,0.0
TaMnZn2O6,Ta2 Mn2 Zn4 O12,0.6522999999999999
CsClO3,Cs2 Cl2 O6,5.52
Cs2KAgF6,F6 K1 Ag1 Cs2,0.6207999999999999
Na2Sr(SiO3)2,Na6 Sr3 Si6 O18,3.9875
AgPd,Ag1 Pd1,0.0
KCd3H8Cl7O4,K2 Cd6 H16 Cl14 O8,3.4217000000000004
NaFeO2,O8 Na4 Fe4,2.0924
PbI2,Pb2 I4,2.4455
Rb14ZnGe16,Rb28 Zn2 Ge32,1.0688
Na3MgZr(PO4)3,Na18 Mg6 Zr6 P18 O72,3.9455
GaNi10P3,Ga3 Ni30 P9,0.0
Y2Mg,Y8 Mg4,0.0
Ca(InP)2,Ca2 In4 P4,0.40339999999999954
Zn2P3H10C(NO4)3,Zn4 P6 H20 C2 N6 O24,4.3431
Sr3Ti(GaO2)10,Sr3 Ti1 Ga10 O20,2.6347
Co3(SeO3)4,Co6 Se8 O24,0.0036000000000000476
MgZnCo,Mg2 Zn2 Co2,0.0
Zn3(BO3)2,Zn12 B8 O24,2.7833
Rb2LiNbF6,Rb2 Li1 Nb1 F6,0.0
V4ZnO10,V4 Zn1 O10,1.1728999999999998
Mn2GeO4,O16 Mn8 Ge4,0.3272999999999997
LuGa2Ni3,Lu3 Ga6 Ni9,0.0
NdPb3,Nd1 Pb3,0.0
Pr4Si4N7ClO3,Pr16 Si16 N28 Cl4 O12,3.0945
Y2Ga3(Fe7C)2,Y2 Ga3 Fe14 C2,0.0
LiMnO2,Li12 Mn12 O24,0.0
La7P12Pd17,La7 P12 Pd17,0.0
Mn3OF6,Mn12 O4 F24,0.4953
Mn2FeAg2(PO4)3,Mn4 Fe2 Ag4 P6 O24,1.0233999999999996
Ba3NaOs2O9,Ba6 Na2 Os4 O18,0.0
Rb2AlCuF6,Rb2 Al1 Cu1 F6,1.2553
Li15Mn15SiO32,Li15 Mn15 Si1 O32,0.3111999999999999
YB2Os,Y4 B8 Os4,0.0
SrHgAs2O7,Sr2 Hg2 As4 O14,1.4685
LiNb2O4,Li2 Nb4 O8,0.0
LiMn2NiO6,Li1 Mn2 Ni1 O6,0.7591999999999999
U12FeNi,U12 Fe1 Ni1,0.0
Si2Ir,Si2 Ir1,0.0
Li2CoSiO4,Li8 Co4 Si4 O16,2.7693000000000003
KZnBr3O2,K4 Zn4 Br12 O8,1.8938
Sr2YOsO6,Sr4 Y2 Os2 O12,0.18989999999999974
InBO3,B2 O6 In2,2.6517999999999997
La2CoO4,La4 Co2 O8,0.0
DyMn6(Sn2Ge)2,Dy1 Mn6 Sn4 Ge2,0.0
Ca5Hg3,Ca10 Hg6,0.0028999999999999027
CeFeO3,Ce4 Fe4 O12,0.6735999999999995
Tm2CdHg,Tm2 Cd1 Hg1,0.0
Bi2S3,S12 Bi8,1.3617999999999997
NiB,B2 Ni2,0.0
Dy11(In3Si2)2,Dy22 In12 Si8,0.0
Fe2CuO4,Cu6 Fe12 O24,0.022299999999999542
KMo2Cl7O2,K2 Mo4 Cl14 O4,2.6315
Li2Cr5(Si2O7)2,Li2 Cr5 Si4 O14,2.5615
SiO2,Si16 O32,5.6138
Lu4Ge8Pd,Lu4 Ge8 Pd1,0.0
Li2Y14Ti14(S2O5)7,Li2 Y14 Ti14 S14 O35,0.0
CsK(Fe2S3)2,Cs1 K1 Fe4 S6,0.0
Ti5Nb(PO4)6,Ti5 Nb1 P6 O24,0.006299999999999528
MgVNiP2O9,Mg4 V4 Ni4 P8 O36,1.9340000000000002
PrGe3,Pr1 Ge3,0.0
LaCoC2,La2 Co2 C4,0.060100000000000264
LiCoBO3,Li4 Co4 B4 O12,2.8023
SrTaNO2,Sr4 Ta4 N4 O8,0.7380999999999993
Ag2Te4O11,Ag4 Te8 O22,1.1402
Li2SmTl,Li2 Sm1 Tl1,0.0
Ag3PO4,Ag6 P2 O8,0.33530000000000015
CsB5(H2O3)4,H32 B20 O48 Cs4,5.6249
Sr5Ca3Fe7CoO20,Sr20 Ca12 Fe28 Co4 O80,0.0
MgSc5,Mg1 Sc5,0.0
Sn5(S2Cl)2,Sn10 S8 Cl4,1.2428
ThH18S2O17,Th2 H36 S4 O34,4.8523
AlH36C12S6(ClO2)3,H36 C12 O6 Al1 S6 Cl3,3.7828
LaNi3B,La2 Ni6 B2,0.0
Zn2Cu10Sn5Hg3S20,Zn2 Cu10 Sn5 Hg3 S20,0.0025999999999992696
PuH24C8N2(Cl2O)2,Pu2 H48 C16 N4 Cl8 O4,0.11140000000000005
Li5V3P8O29,Li10 V6 P16 O58,1.2696999999999998
Mg14CuNiO16,Mg14 Cu1 Ni1 O16,0.0
CoGeO3,Co4 Ge4 O12,1.4632999999999994
LaCoO3,La1 Co1 O3,0.4388000000000005
Li2Ti2NiO6,Li4 Ti4 Ni2 O12,2.8432999999999997
TmPaO4,Tm1 Pa1 O4,2.4696
LaPrAl6,La1 Pr1 Al6,0.0
Li7Mn2(CoO4)3,Li7 Mn2 Co3 O12,0.8043
VCl4,V4 Cl16,0.0
Cs2YbCl4,Cs2 Yb1 Cl4,5.0496
Rb3PrF6,Rb3 Pr1 F6,4.6772
Rb3Sn4Au,Rb6 Sn8 Au2,0.5680999999999998
Co3BiO8,Co3 Bi1 O8,0.0
LiCrPO5,Li8 Cr8 P8 O40,0.4313
Mg6CdNiO8,Mg6 Cd1 Ni1 O8,1.5616000000000003
KLaS2,S2 K1 La1,2.6928
ScGaNi2,Sc1 Ni2 Ga1,0.0
Ta6V3Co3C2,Ta12 V6 Co6 C4,0.0
Ce5Cu19P12,P12 Cu19 Ce5,0.0
Co21As11O48,Co21 As11 O48,0.0
Li2SiNiO4,Li8 Si4 Ni4 O16,3.5472
Mg6Ni16Ge7,Mg6 Ni16 Ge7,0.0129999999999999
Rb2SrV4O12,Rb4 Sr2 V8 O24,2.7935999999999996
ZnFe(GeO3)2,Zn2 Fe2 Ge4 O12,1.2894
In4SnSe4,In32 Sn8 Se32,0.8023000000000002
Sr2LiH2N,Sr8 Li4 H8 N4,1.4667999999999999
SbSe(IF2)3,Sb4 Se4 I12 F24,1.4032
TbSi2Rh3,Tb1 Si2 Rh3,0.0
Li2Cr3P9O28,Li2 Cr3 P9 O28,2.9882999999999997
Na5(NiO2)9,Na5 Ni9 O18,0.1995
Te4Mo3W(SeS)2,Te4 Mo3 W1 Se2 S2,0.26639999999999997
TiP2H2O9,Ti4 P8 H8 O36,0.0
Sr2FeCu(PbO3)2,Sr2 Fe1 Cu1 Pb2 O6,0.33420000000000005
BaZr(PO4)2,Ba1 Zr1 P2 O8,4.156000000000001
GdCBr,Gd2 Br2 C2,0.0
TiCuGeAs,Ti2 Cu2 Ge2 As2,0.0
RbH3(SO4)2,Rb4 H12 S8 O32,5.6712
V3(H3O5)2,V6 H12 O20,1.5017
CaTcN3,Ca4 Tc4 N12,1.4064999999999999
EuGaPt,Eu4 Ga4 Pt4,0.0
Pr3HfSb5,Pr6 Hf2 Sb10,0.0
Dy3Pt4,Dy6 Pt8,0.0
Na(MoSe)3,Na2 Mo6 Se6,0.7690000000000001
Sr3Fe2Cu2Se2O5,Sr3 Fe2 Cu2 Se2 O5,0.5070000000000006
Tc2Te5,Tc24 Te60,0.5956000000000001
Hf2N2O,Hf12 N12 O6,2.2156000000000002
Lu20Os5I24,Lu20 Os5 I24,0.05909999999999993
Ba5In4Te4S7,Ba5 In4 Te4 S7,1.1382000000000003
CrHSe3O8,Cr4 H4 Se12 O32,2.8849
KLiTe,K2 Li2 Te2,2.4134
TmWO5,Tm4 W4 O20,0.0
Li2MoF6,Li4 F12 Mo2,2.2737
CsTiAsO5,Cs8 Ti8 As8 O40,3.0051
TlV5S8,S8 V5 Tl1,0.0
PrZr3F15,Pr2 Zr6 F30,5.6556999999999995
LiCa3As2H,Li4 Ca12 As8 H4,1.439
Pr(FeGe)2,Fe2 Ge2 Pr1,0.0
GaH5(NF)2,Ga2 H10 N4 F4,2.7104999999999997
TcW,Tc1 W1,0.0
Sc2GaPd,Sc2 Ga1 Pd1,0.0
YAlPd,Y4 Al4 Pd4,0.0
NaHCO2,H2 C2 O4 Na2,4.9002
Ga2Fe(PO4)3,Ga2 Fe1 P3 O12,2.8595
Cu2As4S3Cl2,Cu4 As8 S6 Cl4,1.4078000000000004
Li5TiV3O8,Li5 Ti1 V3 O8,0.0
EuZn(BO2)5,Eu4 Zn4 B20 O40,0.0
VOF3,V4 O4 F12,3.4485
RbUB5O11F,Rb2 U2 B10 O22 F2,0.4251
TaPt3,Ta4 Pt12,0.0
NaMnPCO7,Na4 Mn4 P4 C4 O28,0.9045
BaSr2I6,Ba2 Sr4 I12,3.2407999999999997
GdSiRu,Si2 Ru2 Gd2,0.0
Rb2NdAuCl6,Rb2 Nd1 Au1 Cl6,2.1398
MgCdH4(N2O5)2,Mg2 Cd2 H8 N8 O20,2.5641
Yb2Ni12P7,Yb2 Ni12 P7,0.0
Ca2TaCoO6,Ca4 Ta2 Co2 O12,0.4615999999999998
MgCd,Mg1 Cd1,0.0
Li3MnV(PO4)3,Li12 Mn4 V4 P12 O48,0.36549999999999994
RbPr(SeO4)2,Rb4 Pr4 Se8 O32,3.4371
LaAg(IO3)4,La4 Ag4 I16 O48,2.6464
Na5Y(CO3)4,Na20 Y4 C16 O48,4.2043
Li7CoOF7,Li7 Co1 O1 F7,2.267
CdS,Cd2 S2,0.28370000000000006
Ta2Be,Be2 Ta4,0.0
USe3,Se6 U2,0.0
LiSn2N3,Li2 Sn4 N6,0.8393999999999995
NaZn(BH4)3,Na4 Zn4 B12 H48,5.7456
NaMnPO4,O16 Na4 P4 Mn4,3.051
Tc3Os,Tc3 Os1,0.0
BHO2,B12 H12 O24,6.2921
Ba4Al3Cu2F21,Ba16 Al12 Cu8 F84,0.6525000000000001
Sr7CaTi7MnO24,Sr7 Ca1 Ti7 Mn1 O24,0.9832999999999998
NaY(PO3)4,Na4 Y4 P16 O48,5.5938
ThTi2O6,O6 Ti2 Th1,2.9198999999999997
Rb2ZnGeO4,Rb16 Zn8 Ge8 O32,2.8106999999999998
Mg(B6C)2,Mg2 B24 C4,2.1397000000000004
Fe4Te3Se,Fe4 Te3 Se1,0.0
LiCoSiO4,Li2 Co2 Si2 O8,1.3725
La2Ge5Ru3,La4 Ge10 Ru6,0.0
NbCu3(TeSe)2,Nb1 Cu3 Te2 Se2,1.4285999999999999
UO3,O3 U1,1.6376000000000008
InGaO3,O6 Ga2 In2,1.3419999999999996
Sr3Ta2Ti6O21,Sr6 Ta4 Ti12 O42,0.0
Ce2Ga2Co15,Ce2 Ga2 Co15,0.0
Li7Co5O12,Li7 Co5 O12,0.3216999999999999
CdAs2S2(OF3)4,Cd2 As4 S4 O8 F24,3.4895
Er6Ge11,Er12 Ge22,0.0
LiCoPO4,Li6 Co6 P6 O24,2.8761
Ce5Cu19P12,Ce5 Cu19 P12,0.0
LiHo2Ru,Li1 Ho2 Ru1,0.0
Mg2Cd,Mg8 Cd4,0.0
Co(PO3)2,Co4 P8 O24,2.9753000000000007
Na2MnPCO7,Na8 Mn4 P4 C4 O28,0.5677999999999999
BaCO3,O6 C2 Ba2,3.9622
LiVO3,Li2 V2 O6,2.0871999999999997
Sr3BiAs,Sr3 Bi1 As1,0.0
Ba2InIrO6,Ba6 In3 Ir3 O18,0.0
PrCdAu2,Pr1 Cd1 Au2,0.0
Nb4NiP,Nb8 Ni2 P2,0.0
RbAlF4,F8 Al2 Rb2,6.9365
TaFeSi,Ta4 Fe4 Si4,0.0
Li2Ti2Mn3O10,Li2 Ti2 Mn3 O10,0.0
CsCu2Br3,Cu4 Br6 Cs2,1.6382999999999999
CeAsO4F,Ce4 As4 O16 F4,1.4377000000000002
La3Ho,La3 Ho1,0.0
Ba3Ga3N5,Ba12 Ga12 N20,1.4175999999999997
LiSb(PO3)4,Li2 O24 P8 Sb2,4.1842999999999995
La2RuAu,La2 Ru1 Au1,0.0
NdCoSi2,Si4 Co2 Nd2,0.0
Zn3TeO6,O36 Zn18 Te6,1.0627999999999997
ErBi,Er1 Bi1,0.0
Y(MnS2)2,Y2 Mn4 S8,0.0
KNaCaMg5Si8(O11F)2,K1 Na1 Ca1 Mg5 Si8 O22 F2,4.6584
Sm2USe5,Sm8 U4 Se20,0.035199999999999676
AgPb2Cl3OF,Ag4 Pb8 Cl12 O4 F4,0.0
Li2MnOF3,Li4 Mn2 O2 F6,0.8163
CsBaIn2(PO4)3,Ba4 Cs4 In8 O48 P12,4.0908
Rb4V5CdClO15,Rb4 V5 Cd1 Cl1 O15,2.3192
Sr3In11,Sr3 In11,0.0
Hf3Sn,Hf3 Sn1,0.0
Sr6Nb2O11,Sr12 Nb4 O22,3.1448
Pm2CdPb,Pm2 Cd1 Pb1,0.0
CeNdC4,Ce1 Nd1 C4,0.0
Y2Al9Si27(N15O)3,Y2 Al9 Si27 N45 O3,2.4673
MoO2,Mo4 O8,1.0932
SiO2,Si32 O64,5.465199999999999
PbI2,Pb4 I8,2.4069000000000003
Eu2PtAu,Eu2 Pt1 Au1,0.0
Cu2PHO5,Cu8 P4 O20 H4,0.0
U8VSe17,U8 V1 Se17,0.007799999999999585
TbF3,F12 Tb4,7.7511
Nb6I11,Nb24 I44,0.2782
Pr2ZnGa,Pr2 Zn1 Ga1,0.0
Ga3Ag,Ga3 Ag1,0.0
Dy5NiPb3,Dy10 Ni2 Pb6,0.0
MoWSe3S,Mo2 W2 Se6 S2,0.6859999999999999
K3Rb,K3 Rb1,0.0
Li9Mn2Co5O16,Li9 Mn2 Co5 O16,0.17289999999999983
La12Sn5S28,La12 Sn5 S28,1.4437999999999995
Li5OsO6,Li5 Os1 O6,0.0
SmTmRu2,Sm1 Tm1 Ru2,0.0
RbS,S6 Rb6,1.5613000000000001
ThRu,Ru2 Th2,0.0
LuBi2ClO4,O4 Bi2 Lu1 Cl1,1.4617999999999998
KRb3,K2 Rb6,0.0
RbNa2Sb,Rb1 Na2 Sb1,0.5722999999999998
Mg149Cr,Mg149 Cr1,0.02450000000000019
WS2,W1 S2,1.8095
Ti4Co5Ni,Ti4 Co5 Ni1,0.0
Ba2EuCu3O7,Eu1 Ba2 Cu3 O7,0.0
La6TaGa11O28,La6 Ta1 Ga11 O28,3.4566999999999997
Lu2Ti12(CuO4)9,Lu2 Ti12 Cu9 O36,0.3167
Li2MnPCO7,Li8 Mn4 P4 C4 O28,0.6252
Ba3(SnAs2)2,As16 Sn8 Ba12,0.7525
Li2MnF5,Li8 Mn4 F20,1.7835
LiCuCO3,Li3 Cu3 C3 O9,1.1411999999999995
BaGaH5,Ba2 Ga2 H10,3.2077999999999998
TiP3WO12,Ti2 P6 W2 O24,2.1916
V6O11,V12 O22,0.4496000000000002
LiEu2Ir,Li1 Eu2 Ir1,0.0
Ho2AgRu,Ho2 Ag1 Ru1,0.0
MgSnBiO5,Mg4 Sn4 Bi4 O20,0.0
LiVP4O13,Li2 O26 P8 V2,0.9416
V2ZnO6,V2 Zn1 O6,2.3888
Li5V3P8O29,Li10 V6 P16 O58,0.9783999999999999
Li2FeF4,Li16 Fe8 F32,3.6247
Li8NiO5F,Li16 Ni2 O10 F2,2.0822
CsGa(SO4)2,Cs1 Ga1 S2 O8,4.0299
Ca5(InSb3)2,Ca10 In4 Sb12,0.22820000000000018
YCBr,Y2 C2 Br2,0.0
TiInPt2,Ti1 In1 Pt2,0.0
Er2AlZn,Er2 Al1 Zn1,0.0
BaU2S5,Ba4 U8 S20,0.0034000000000000696
Cs2InAgBr6,Cs2 In1 Ag1 Br6,0.2659
Ti3CrNi2(PO4)6,Ti3 Cr1 Ni2 P6 O24,0.04949999999999921
K2TlHgF6,K2 Tl1 Hg1 F6,0.0
Cr3SnN,N1 Cr3 Sn1,0.0
LiCo2(PO4)2,Li2 Co4 P4 O16,0.6379
SbN(OF3)2,Sb1 N1 O2 F6,3.0917
Ba2Ni3F10,F20 Ni6 Ba4,4.8298000000000005
Ce(Ga4Fe)2,Ce4 Ga32 Fe8,0.0
Fe4O7F,Fe8 O14 F2,0.0
AlV3,Al2 V6,0.0
KMg30WO32,K1 Mg30 W1 O32,3.208500000000001
SrCu2(PO4)2,Sr8 Cu16 P16 O64,0.0010999999999996568
Li5Fe(SiO4)2,Li40 Fe8 Si16 O64,2.0034
Ho5Si3C,Ho10 Si6 C2,0.0
SiO2,Si32 O64,5.6892
